,P1,P2,C,First_Base,Second_Base,Third_Base,SS,OF1,OF2,OF3,Salary,Ownership,Profit,Selections,ARI,CHC,CIN,COL,LAD,NYM,PHI,PIT,SD,SF,Mean,Median,80th Percentile,95th Percentile,Value,UCB
55,Kodai Senga (27560531),Michael Grove (27560536),Austin Barnes (27560670),Freddie Freeman (27560548),Miguel Vargas (27560640),Elehuris Montero (27560608),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),James Outman (27560581),49600.0,163.4,3948.899999999995,1477.0,0,0,0,1,4,0,0,3,0,0,90.63816600000008,88.16,112.47,138.98249999999996,1.6735951252538896,2.686396056266129
56,Michael Wacha (27560533),Sean Manaea (27560532),Yan Gomes (27560620),Jason Vosler (27560629),Nico Hoerner (27560571),Patrick Wisdom (27560569),Dansby Swanson (27560546),Ian Happ (27560555),Jose Barrero (27560660),Wil Myers (27560610),49900.0,122.7,3372.6999999999975,1262.0,0,5,3,0,0,0,0,0,0,0,97.31392299999975,94.755,121.6,151.04149999999996,1.6725039619651327,2.687644195804336
57,Matt Strahm (27560537),Ryne Nelson (27560535),Tyler Stephenson (27560568),Jason Vosler (27560629),Bryson Stott (27560585),Spencer Steer (27560617),Trea Turner (27560541),Bryan Reynolds (27560543),Jake Fraley (27560563),Wil Myers (27560610),49900.0,117.9,9207.50000000016,3446.0,0,0,5,0,0,0,2,1,0,0,95.66155499999978,92.58,120.03200000000001,150.34349999999995,1.671938479396448,2.6775411999724525
58,Kodai Senga (27560531),Matt Strahm (27560537),Yan Gomes (27560620),Trey Mancini (27560635),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Seiya Suzuki (27560554),Ji Hwan Bae (27560578),50000.0,171.8,5981.30000000005,2241.0,2,5,0,0,0,0,0,1,0,0,95.31268300000004,92.92,118.00200000000001,144.63399999999993,1.6690316822847167,2.677736267338274
59,Luke Weaver (27560539),Sean Manaea (27560532),Gabriel Moreno (27560656),Christian Walker (27560614),Bryson Stott (27560585),Alec Bohm (27560565),Trea Turner (27560541),Corbin Carroll (27560580),Kyle Schwarber (27560542),Lourdes Gurriel Jr. (27560599),49900.0,137.4,4854.300000000036,1823.0,4,0,0,0,0,0,4,0,0,0,94.56753100000024,91.46,119.51200000000001,150.41499999999994,1.6628085573231133,2.673509037358789
60,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Pete Alonso (27560545),Miguel Vargas (27560640),Max Muncy (27560561),Francisco Lindor (27560562),J.D. Martinez (27560567),James Outman (27560581),Tommy Pham (27560606),49800.0,198.0,5740.100000000053,2156.0,0,0,0,0,5,3,0,0,0,0,87.35308300000001,84.205,109.72,136.44149999999996,1.6623840445269262,2.6715245710134843
61,Kodai Senga (27560531),Matt Strahm (27560537),Austin Barnes (27560670),Pete Alonso (27560545),Bryson Stott (27560585),Max Muncy (27560561),Francisco Lindor (27560562),J.D. Martinez (27560567),Mark Canha (27560609),Trayce Thompson (27560625),49800.0,181.2,11251.300000000207,4228.0,0,0,0,0,4,3,1,0,0,0,90.67288299999996,87.51,112.99400000000001,141.05149999999998,1.6611400189215249,2.665753778407065
62,Matt Strahm (27560537),Sean Manaea (27560532),Austin Barnes (27560670),Jake Cronenworth (27560588),Ha-Seong Kim (27560636),Manny Machado (27560564),Xander Bogaerts (27560559),J.D. Martinez (27560567),James Outman (27560581),Juan Soto (27560557),49200.0,197.7,3948.9999999999927,1484.0,0,0,0,0,3,0,0,0,5,0,96.47892499999968,93.23,121.02,152.78249999999997,1.6610512129380004,2.6737243767554397
63,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Juan Soto (27560557),Mark Canha (27560609),Nick Castellanos (27560553),49800.0,226.3,6774.000000000089,2548.0,0,0,0,0,0,1,2,0,5,0,100.16988299999996,96.34,125.86600000000003,158.72149999999996,1.6585557299843363,2.666329268094612
64,Kodai Senga (27560531),Matt Strahm (27560537),Tyler Stephenson (27560568),Carlos Santana (27560604),Ji Hwan Bae (27560578),Nick Senzel (27560653),Xander Bogaerts (27560559),Bryan Reynolds (27560543),Jake Fraley (27560563),Jose Barrero (27560660),50000.0,140.5,4463.199999999997,1679.0,0,0,4,0,0,0,0,3,1,0,107.07788300000007,104.35,131.64600000000002,162.50099999999998,1.6582489577129227,2.6699267272811626
65,Michael Wacha (27560533),Roansy Contreras (27560538),J.T. Realmuto (27560544),Matt Carpenter (27560644),Bryson Stott (27560585),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),J.D. Martinez (27560567),Kyle Schwarber (27560542),49800.0,207.6,3936.7999999999975,1481.0,0,0,0,0,1,0,4,0,3,0,91.92011300000023,89.68,114.882,142.08649999999992,1.6582039162727868,2.6710377954794544
66,Luke Weaver (27560539),Roansy Contreras (27560538),Austin Barnes (27560670),Freddie Freeman (27560548),Bryson Stott (27560585),Patrick Wisdom (27560569),Trea Turner (27560541),J.D. Martinez (27560567),James Outman (27560581),Kyle Schwarber (27560542),49600.0,194.2,4704.500000000011,1770.0,0,1,0,0,4,0,3,0,0,0,89.36217100000007,86.44,111.86200000000001,138.98099999999997,1.65790960451978,2.6688175000593626
67,Kodai Senga (27560531),Sean Manaea (27560532),Austin Barnes (27560670),Pavin Smith (27560633),Ketel Marte (27560573),Max Muncy (27560561),Rodolfo Castro (27560615),Corbin Carroll (27560580),J.D. Martinez (27560567),Lourdes Gurriel Jr. (27560599),49800.0,172.6,8620.800000000127,3244.0,4,0,0,0,3,0,0,1,0,0,92.24875399999992,89.41,115.03200000000001,143.86349999999996,1.6574599260173017,2.663319042880725
68,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Trea Turner (27560541),Corbin Carroll (27560580),Michael Conforto (27560584),Mike Yastrzemski (27560586),49500.0,123.5,11783.200000000168,4435.0,1,0,0,0,0,0,2,0,0,5,98.47691599999966,93.08500000000001,126.51,164.7705,1.6568658399098461,2.661286803856837
69,Kodai Senga (27560531),Michael Grove (27560536),Joey Bart (27560663),Pete Alonso (27560545),David Villar (27560590),Eduardo Escobar (27560626),Francisco Lindor (27560562),Mark Canha (27560609),Tommy Pham (27560606),Thairo Estrada (27560551),49300.0,89.7,3707.199999999993,1396.0,0,0,0,0,0,5,0,0,0,3,92.34226600000001,88.435,116.46,148.23049999999998,1.6555873925501383,2.6696325036569286
70,Kodai Senga (27560531),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Cody Bellinger (27560612),Kyle Schwarber (27560542),Nick Castellanos (27560553),50000.0,225.7,7263.200000000092,2738.0,0,1,0,0,0,0,3,0,4,0,93.452083,91.05,115.65,141.35149999999996,1.6527392257122322,2.659900283091699
71,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),Freddie Freeman (27560548),Miguel Vargas (27560640),Alec Bohm (27560565),Trea Turner (27560541),J.D. Martinez (27560567),Jake Cave (27560637),Trayce Thompson (27560625),49800.0,134.7,4314.699999999999,1628.0,0,0,0,0,4,0,4,0,0,0,95.21327099999985,92.35,119.14,147.25299999999996,1.6503071253071246,2.662043596501887
72,Kodai Senga (27560531),Matt Strahm (27560537),Joey Bart (27560663),Eric Hosmer (27560639),Nico Hoerner (27560571),Eduardo Escobar (27560626),Dansby Swanson (27560546),Ian Happ (27560555),Michael Conforto (27560584),Thairo Estrada (27560551),49700.0,150.6,3145.4999999999986,1187.0,0,4,0,0,0,1,0,0,0,3,93.24618300000002,89.82,114.632,142.67049999999998,1.6499578770008414,2.6662232309225544
73,Matt Strahm (27560537),Ryne Nelson (27560535),J.T. Realmuto (27560544),Jason Vosler (27560629),Bryson Stott (27560585),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Marsh (27560558),Kyle Schwarber (27560542),Mark Canha (27560609),49500.0,130.5,4770.600000000031,1801.0,0,0,1,0,0,3,4,0,0,0,86.87955499999984,84.57,108.462,135.60049999999998,1.6488617434758641,2.659526360413699
74,Kodai Senga (27560531),Michael Wacha (27560533),Austin Barnes (27560670),Carlos Santana (27560604),Ji Hwan Bae (27560578),Manny Machado (27560564),Xander Bogaerts (27560559),Andrew McCutchen (27560556),Jack Suwinski (27560627),Connor Joe (27560595),50000.0,137.7,8986.100000000124,3393.0,0,0,0,0,1,0,0,5,2,0,102.27348799999996,98.38499999999999,128.09800000000004,165.06349999999995,1.6484232242853298,2.6542313513424913
75,Michael Wacha (27560533),Sean Manaea (27560532),Austin Barnes (27560670),LaMonte Wade Jr. (27560618),Thairo Estrada (27560551),J.D. Davis (27560574),Xander Bogaerts (27560559),Michael Conforto (27560584),Mike Yastrzemski (27560586),Trent Grisham (27560597),49700.0,93.1,3993.099999999993,1508.0,0,0,0,0,1,0,0,0,2,5,95.7169229999998,90.44,123.33400000000002,159.75299999999996,1.6479442970822236,2.661012582960923
76,Luke Weaver (27560539),Sean Manaea (27560532),Elias Diaz (27560587),C.J. Cron (27560550),Jake Cronenworth (27560588),Elehuris Montero (27560608),Xander Bogaerts (27560559),Jurickson Profar (27560592),Kris Bryant (27560547),Trent Grisham (27560597),50000.0,76.7,3347.5999999999954,1265.0,0,0,0,5,0,0,0,0,3,0,89.12393100000024,86.35,112.12,140.5664999999999,1.646324110671933,2.661507490201638
77,Matt Strahm (27560537),Ryne Nelson (27560535),J.T. Realmuto (27560544),Carlos Santana (27560604),Josh Rojas (27560572),Geraldo Perdomo (27560593),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Connor Joe (27560595),50000.0,134.4,6708.000000000067,2535.0,2,0,0,0,0,0,1,5,0,0,103.4335549999998,99.55000000000001,131.93000000000004,166.712,1.6461538461538727,2.6539672485621586
78,Luke Weaver (27560539),Sean Manaea (27560532),J.T. Realmuto (27560544),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),Brandon Marsh (27560558),Corbin Carroll (27560580),Jurickson Profar (27560592),49800.0,113.2,14254.100000000228,5388.0,5,0,0,1,0,0,2,0,0,0,90.6875310000002,87.685,114.47,143.6,1.6455270972531975,2.649184665015789
79,Kodai Senga (27560531),Roansy Contreras (27560538),Austin Hedges (27560641),Carlos Santana (27560604),Ji Hwan Bae (27560578),Patrick Wisdom (27560569),Geraldo Perdomo (27560593),Bryan Reynolds (27560543),Cody Bellinger (27560612),Seiya Suzuki (27560554),49500.0,159.3,4018.2999999999934,1519.0,1,3,0,0,0,0,0,4,0,0,96.8698739999997,94.1,121.04,149.27149999999997,1.6453587886767567,2.6582007736043924
80,Kodai Senga (27560531),Michael Wacha (27560533),Austin Hedges (27560641),Pete Alonso (27560545),Rodolfo Castro (27560615),Eduardo Escobar (27560626),Francisco Lindor (27560562),Brandon Nimmo (27560577),Mark Canha (27560609),Ji Hwan Bae (27560578),49700.0,123.7,4361.600000000011,1649.0,0,0,0,0,0,5,0,3,0,0,99.572488,96.275,127.15,158.62099999999998,1.6449969678593155,2.6566446180139915
81,Kodai Senga (27560531),Michael Wacha (27560533),Austin Barnes (27560670),Pete Alonso (27560545),Miguel Vargas (27560640),Max Muncy (27560561),Francisco Lindor (27560562),Brandon Nimmo (27560577),Mark Canha (27560609),Trayce Thompson (27560625),49500.0,146.1,13873.300000000265,5246.0,0,0,0,0,4,4,0,0,0,0,88.47408800000008,85.505,110.64200000000001,138.37,1.64454822722079,2.6482666746292547
82,Luke Weaver (27560539),Matt Strahm (27560537),Austin Nola (27560668),Alec Bohm (27560565),Bryson Stott (27560585),Manny Machado (27560564),Trea Turner (27560541),Brandon Marsh (27560558),Juan Soto (27560557),Nick Castellanos (27560553),50000.0,148.2,7088.400000000091,2681.0,0,0,0,0,0,0,5,0,3,0,97.15501599999966,94.17,121.61200000000001,152.85149999999996,1.6439388287952594,2.6511775364062187
83,Matt Strahm (27560537),Sean Manaea (27560532),J.T. Realmuto (27560544),Alec Bohm (27560565),Bryson Stott (27560585),Patrick Wisdom (27560569),Dansby Swanson (27560546),Alek Thomas (27560674),Cody Bellinger (27560612),Jake Cave (27560637),49800.0,160.6,6003.5000000000455,2274.0,1,3,0,0,0,0,4,0,0,0,92.85552499999972,90.18,115.45,143.35099999999997,1.640061565523327,2.6485518799934353
84,Kodai Senga (27560531),Michael Wacha (27560533),Tyler Stephenson (27560568),Pete Alonso (27560545),Jeff McNeil (27560600),Spencer Steer (27560617),Geraldo Perdomo (27560593),Jose Barrero (27560660),Jake Fraley (27560563),Nick Senzel (27560653),49200.0,95.8,2517.2999999999975,954.0,1,0,5,0,0,2,0,0,0,0,107.97318799999981,104.83500000000001,133.49200000000002,164.85099999999997,1.6386792452830161,2.6591268082862394
85,Matt Strahm (27560537),Michael Wacha (27560533),J.T. Realmuto (27560544),Carlos Santana (27560604),Bryson Stott (27560585),Eduardo Escobar (27560626),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Connor Joe (27560595),49600.0,160.6,9489.00000000014,3600.0,0,0,0,0,0,1,2,5,0,0,101.7727759999998,97.32,129.074,164.56199999999998,1.6358333333333723,2.64133527086252
86,Kodai Senga (27560531),Ryne Nelson (27560535),Tyler Stephenson (27560568),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Jake Fraley (27560563),Trayce Thompson (27560625),50000.0,107.6,13347.400000000225,5064.0,5,0,2,0,1,0,0,0,0,0,92.44060200000006,89.205,116.20400000000002,145.37099999999998,1.6357424960505973,2.639574837106057
87,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Wil Myers (27560610),Nico Hoerner (27560571),Patrick Wisdom (27560569),Dansby Swanson (27560546),Ian Happ (27560555),Jake Fraley (27560563),Nick Senzel (27560653),49200.0,139.9,8325.90000000013,3159.0,0,4,3,0,0,0,1,0,0,0,101.23821599999964,98.055,126.13000000000004,158.63199999999998,1.635612535612577,2.641597649605911
88,Luke Weaver (27560539),Ryne Nelson (27560535),Gabriel Moreno (27560656),Christian Walker (27560614),Ketel Marte (27560573),Alec Bohm (27560565),Trea Turner (27560541),Brandon Marsh (27560558),Corbin Carroll (27560580),Kyle Schwarber (27560542),49600.0,107.0,3482.1999999999944,1322.0,4,0,0,0,0,0,4,0,0,0,92.12357200000005,89.11,116.93400000000003,149.21299999999997,1.634039334341902,2.648870631698239
89,Kodai Senga (27560531),Michael Wacha (27560533),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Marsh (27560558),Juan Soto (27560557),Mark Canha (27560609),50000.0,197.4,8298.40000000014,3151.0,0,0,0,0,0,1,2,0,5,0,93.28828799999998,90.26,117.162,145.242,1.6335766423358107,2.6397356315788865
90,Michael Wacha (27560533),Sean Manaea (27560532),Yan Gomes (27560620),Trey Mancini (27560635),Nico Hoerner (27560571),Patrick Wisdom (27560569),Fernando Tatis Jr. (27560856),Bryan Reynolds (27560543),Cody Bellinger (27560612),Juan Soto (27560557),49600.0,196.8,9472.800000000167,3600.0,0,5,0,0,0,0,0,1,2,0,92.6839229999997,90.76,114.90400000000002,139.17,1.6313333333333797,2.636613048640298
91,Michael Grove (27560536),Michael Wacha (27560533),Austin Nola (27560668),Carlos Santana (27560604),Ji Hwan Bae (27560578),Manny Machado (27560564),Xander Bogaerts (27560559),Bryan Reynolds (27560543),Jack Suwinski (27560627),Juan Soto (27560557),49400.0,118.4,7264.900000000114,2761.0,0,0,0,0,0,0,0,4,4,0,95.0726939999999,92.16,120.34200000000001,150.31199999999998,1.6312567910177886,2.6381046632035754
92,Matt Strahm (27560537),Sean Manaea (27560532),Yan Gomes (27560620),Christian Walker (27560614),Ketel Marte (27560573),Josh Rojas (27560572),Dansby Swanson (27560546),Cody Bellinger (27560612),Corbin Carroll (27560580),Ian Happ (27560555),49900.0,174.8,9904.20000000016,3766.0,4,4,0,0,0,0,0,0,0,0,88.13722499999967,85.24,112.072,140.12499999999994,1.6298990971853853,2.6351054102775016
93,Kodai Senga (27560531),Sean Manaea (27560532),Yan Gomes (27560620),Trey Mancini (27560635),Ketel Marte (27560573),Patrick Wisdom (27560569),Dansby Swanson (27560546),Alek Thomas (27560674),Cody Bellinger (27560612),Corbin Carroll (27560580),49900.0,158.7,4172.000000000002,1587.0,3,5,0,0,0,0,0,0,0,0,85.1053539999999,82.955,105.68,130.09299999999996,1.6288594833018284,2.6413402489634987
94,Michael Wacha (27560533),Ryne Nelson (27560535),Tyler Stephenson (27560568),Trey Mancini (27560635),Jonathan India (27560549),Patrick Wisdom (27560569),Jose Barrero (27560660),Cody Bellinger (27560612),Ian Happ (27560555),Jake Fraley (27560563),49400.0,89.5,2526.099999999996,961.0,0,4,4,0,0,0,0,0,0,0,90.44769999999978,87.86500000000001,112.74,140.33,1.6286160249739812,2.6491227628564746
95,Luke Weaver (27560539),Matt Strahm (27560537),Austin Barnes (27560670),Freddie Freeman (27560548),Bryson Stott (27560585),Max Muncy (27560561),Trea Turner (27560541),J.D. Martinez (27560567),Kyle Schwarber (27560542),Trayce Thompson (27560625),49400.0,183.2,41847.69999999733,15931.0,0,0,0,0,5,0,3,0,0,0,92.65401599999967,89.51,117.01800000000003,147.7,1.626809365388069,2.628008723564439
96,Luke Weaver (27560539),Michael Grove (27560536),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Spencer Steer (27560617),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jake Fraley (27560563),Mark Canha (27560609),49500.0,69.4,15752.900000000298,5997.0,0,0,4,0,0,4,0,0,0,0,85.90567699999986,82.905,108.84,138.7505,1.6267967316992327,2.6299494705861384
97,Luke Weaver (27560539),Michael Wacha (27560533),J.T. Realmuto (27560544),Pete Alonso (27560545),Jake Cronenworth (27560588),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Brandon Nimmo (27560577),Juan Soto (27560557),Tommy Pham (27560606),49300.0,170.7,10355.800000000214,3943.0,0,0,0,0,0,3,1,0,4,0,100.23467099999986,97.44999999999999,125.772,155.42,1.6263758559473025,2.6311962909219053
98,Kodai Senga (27560531),Luke Weaver (27560539),Yan Gomes (27560620),Christian Walker (27560614),Nico Hoerner (27560571),Josh Rojas (27560572),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Ian Happ (27560555),Seiya Suzuki (27560554),49200.0,149.0,4653.100000000008,1772.0,4,4,0,0,0,0,0,0,0,0,93.60934399999996,90.89,117.09,145.09149999999997,1.6259029345372504,2.637024252316632
99,Kodai Senga (27560531),Roansy Contreras (27560538),Gabriel Moreno (27560656),Connor Joe (27560595),Ji Hwan Bae (27560578),Josh Rojas (27560572),Rodolfo Castro (27560615),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Corbin Carroll (27560580),49500.0,179.7,3902.9999999999936,1487.0,3,0,0,0,0,0,0,5,0,0,107.14377399999948,102.92500000000001,136.232,173.56199999999998,1.6247478143913878,2.6373954102925836
100,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Christian Walker (27560614),Bryson Stott (27560585),Josh Rojas (27560572),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Kyle Schwarber (27560542),Lourdes Gurriel Jr. (27560599),49600.0,138.4,7296.000000000076,2780.0,5,0,1,0,0,0,2,0,0,0,94.54594399999993,91.71,117.56,145.95149999999995,1.6244604316547038,2.6315852428435513
101,Luke Weaver (27560539),Matt Strahm (27560537),J.T. Realmuto (27560544),Matt Carpenter (27560644),Nico Hoerner (27560571),Manny Machado (27560564),Dansby Swanson (27560546),Cody Bellinger (27560612),Ian Happ (27560555),Seiya Suzuki (27560554),49900.0,174.2,8541.500000000147,3256.0,0,5,0,0,0,0,1,0,2,0,92.0237159999997,88.92500000000001,116.26200000000001,146.43299999999996,1.623310810810856,2.6292404714696165
102,Kodai Senga (27560531),Michael Wacha (27560533),Yan Gomes (27560620),Jason Vosler (27560629),Jonathan India (27560549),Max Muncy (27560561),Jose Barrero (27560660),J.D. Martinez (27560567),Jake Fraley (27560563),Trayce Thompson (27560625),49900.0,131.4,8118.800000000108,3095.0,0,1,4,0,3,0,0,0,0,0,93.61118799999998,90.7,116.57400000000001,144.26049999999998,1.6231987075929268,2.6293398950258715
103,Kodai Senga (27560531),Ryne Nelson (27560535),Gabriel Moreno (27560656),Freddie Freeman (27560548),Ketel Marte (27560573),Josh Rojas (27560572),Geraldo Perdomo (27560593),J.D. Martinez (27560567),James Outman (27560581),Trayce Thompson (27560625),49900.0,147.2,6295.400000000071,2400.0,4,0,0,0,4,0,0,0,0,0,92.39760200000005,89.405,116.132,145.8105,1.6230833333333627,2.631169572960447
104,Matt Strahm (27560537),Michael Wacha (27560533),Yan Gomes (27560620),Trey Mancini (27560635),Nico Hoerner (27560571),Ke'Bryan Hayes (27560582),Dansby Swanson (27560546),Andrew McCutchen (27560556),Bryan Reynolds (27560543),Jack Suwinski (27560627),49500.0,156.3,9992.500000000202,3810.0,0,4,0,0,0,0,0,4,0,0,89.14287599999993,86.69,111.04,138.03249999999997,1.6227034120735437,2.6277708596076303
105,Kodai Senga (27560531),Michael Wacha (27560533),Elias Diaz (27560587),Freddie Freeman (27560548),Ryan McMahon (27560570),Elehuris Montero (27560608),Alan Trejo (27560682),J.D. Martinez (27560567),James Outman (27560581),Trayce Thompson (27560625),49800.0,139.9,9403.900000000123,3588.0,0,0,0,4,4,0,0,0,0,0,91.50368800000004,88.595,115.59600000000003,145.5805,1.6209308807135239,2.6262003832511347
106,Matt Strahm (27560537),Sean Manaea (27560532),Gabriel Moreno (27560656),Christian Walker (27560614),Nico Hoerner (27560571),Patrick Wisdom (27560569),Geraldo Perdomo (27560593),Corbin Carroll (27560580),Ian Happ (27560555),Seiya Suzuki (27560554),49500.0,164.3,3442.6999999999966,1314.0,4,4,0,0,0,0,0,0,0,0,90.93302499999979,88.72,113.87200000000001,142.90099999999998,1.6200152207001497,2.6345562976446515
107,Luke Weaver (27560539),Michael Wacha (27560533),Tyler Stephenson (27560568),Pete Alonso (27560545),Jonathan India (27560549),Spencer Steer (27560617),Francisco Lindor (27560562),Jake Fraley (27560563),Mark Canha (27560609),Wil Myers (27560610),49900.0,79.8,21737.099999999646,8297.0,0,0,5,0,0,3,0,0,0,0,95.98597099999986,92.46000000000001,122.132,154.34199999999998,1.6198746534891704,2.6222498463426627
108,Matt Strahm (27560537),Michael Wacha (27560533),Tyler Stephenson (27560568),Connor Joe (27560595),Jeff McNeil (27560600),Ke'Bryan Hayes (27560582),Francisco Lindor (27560562),Brandon Nimmo (27560577),Bryan Reynolds (27560543),Tommy Pham (27560606),49800.0,136.3,6704.700000000095,2560.0,0,0,1,0,0,4,0,3,0,0,101.5991759999998,98.845,127.212,156.94099999999997,1.6190234375000372,2.6264870996504186
109,Matt Strahm (27560537),Michael Wacha (27560533),Yan Gomes (27560620),Freddie Freeman (27560548),Nico Hoerner (27560571),Max Muncy (27560561),Dansby Swanson (27560546),David Peralta (27560638),J.D. Martinez (27560567),Trayce Thompson (27560625),49400.0,182.7,14619.600000000275,5585.0,0,3,0,0,5,0,0,0,0,0,91.20117599999985,88.045,115.39400000000002,146.4,1.6176544315130303,2.621093460179959
110,Kodai Senga (27560531),Luke Weaver (27560539),J.T. Realmuto (27560544),Matt Carpenter (27560644),Ha-Seong Kim (27560636),Manny Machado (27560564),Fernando Tatis Jr. (27560856),Kyle Schwarber (27560542),Nick Castellanos (27560553),Trent Grisham (27560597),49200.0,183.1,3524.999999999995,1347.0,0,0,0,0,0,0,3,0,5,0,91.63074399999998,88.975,114.37,141.57249999999996,1.6169265033407536,2.630888622943632
111,Kodai Senga (27560531),Luke Weaver (27560539),Tyler Stephenson (27560568),Wil Myers (27560610),Jonathan India (27560549),Spencer Steer (27560617),Francisco Lindor (27560562),Brandon Nimmo (27560577),Jake Fraley (27560563),Mark Canha (27560609),49900.0,102.0,11765.100000000217,4497.0,0,0,5,0,0,3,0,0,0,0,96.37044399999988,92.555,121.00200000000001,154.81,1.6162108072048513,2.620593056505464
